ئافرىقا	Afrika
قېلىپ:Table Greekletters	Mal:Greske bokstaver
تۈر:ئىقتىساد	Kategori:Økonomi
تۈر:User zh-min-nan	Kategori:Bruker zh-min-nan
قېلىپ:Sockpuppet	Mal:Sokkedukke
قېلىپ:User ru-2	Mal:Bruker ru-2
تۈر:User ru	Kategori:Bruker ru
تۈر:User tr	Kategori:Bruker tr
تۈر:User tr-4	Kategori:Bruker tr-4
تۈر:User tr-N	Kategori:Bruker tr-N
تۈر:User ug	Kategori:Bruker ug
تۈر:User ug-1	Kategori:Bruker ug-1
تۈر:User uz	Kategori:Bruker uz
ۋىكىپېدىيە:ھۆججەت ئىشلىتىش پىرىنسىپى	Wikipedia:Retningslinjer for billedbruk
تۈر:ۋىتامىنلار	Kategori:Vitaminer
قېلىپ:User ru-1	Mal:Bruker ru-1
قېلىپ:User zh-1	Mal:Bruker zh-1
قېلىپ:User zh-2	Mal:Bruker zh-2
تۈر:User zh-1	Kategori:Bruker zh-1
تۈر:User zh-4	Kategori:Bruker zh-4
تۈر:User zh-3	Kategori:Bruker zh-3
تۈر:User zh-2	Kategori:Bruker zh-2
تۈر:خىمىيىۋى ئېلېمېنت	Kategori:Grunnstoffer
تۈر:ئۆزبېكىستان	Kategori:Usbekistan
تۈر:ئاتوم يادرو فىزىكىسى	Kategori:Kjernefysikk
ئەينەك تالا	Glassfiber-armert plast
سەۋزە	Gulrot
تۈر:جۇڭخۇا خەلق جۇمھۇرىيىتى	Kategori:Folkerepublikken Kina
تۈر:ئېتمولوگىيە	Kategori:Etymologi
قېلىپ:UF-hcard-geo	Mal:UF-hcard-geo
تۈر:بىيولوگ	Kategori:Biologer
تراگۇلۇس بۇغىسى	Dvergmoskusdyr
تۈر:User en-1	Kategori:Bruker en-1
تۈر:User de-1	Kategori:Bruker de-1
خوتەن شەھىرى	Hotan (Hotan)
ئالاھىدە:RecentChanges	Spesial:Siste endringer
تۈر:User ja-4	Kategori:Bruker ja-4
